END,Total:10
START,FrameNb:1,CameraNb:0,HeSaiNb:0,ARS410Nb:0
2026/05/25 15:05:16:766---->
heightOffset:0,1779692716766,222084,selfCaliBufCnt:0,selfAccObjCnt:0,selfAccAngle:0,installHAngleOffset:1.3,Interpolation:0,installVAngleOffset:-0.4,radarOffsetH:0,radarOffsetV:0.32,Polynom:-0.001023;-0.0511;-2.047;0;0;0;-0.001023;-0.0511;-2.047;-25.5;0;0,WheelDirection:0;0;0;0,selfAngleOffset:0,selfAngleOffsetPit:0,currCaliAngleHrz:0,currCaliAnglePit:0,selfCaliAngleHrz:0,selfCaliAnglePit:0,servCaliAngleHrz:0,servCaliAnglePit:0,offlineCaliAngleHrz:0,offlineCaliAnglePit:0,determine2useFlag:0,IMU_Z_Accel:0,IMU_X_AngularRate:0,IMU_Y_AngularRate:0,IMU_RollAngle:0,IMU_PitchAngle:0,IMU_YawAngle:0,FcwID:0,FCWWarningLevel:0,FCWTTC:0
0,7.89,0,-1.27,0,0,0,0,0,0.1755,7.8875,-0.125,0,-17.5,0,0,0,0,0.0572958,0,0,0,0,98,0,0,0,0,0,0,60,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
1,10.53,0,11.02,0,0,0,0,0,-2.012,10.3375,0,0,-13.9,0,0,0,0,0.0572958,0,0,0,0,96,0,0,0,0,0,0,60,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
2,6.06,-0.12,-14.21,0,0,0,0,0,1.488,5.875,-0.125,-0.125,-12.5,0,0,0,0,0.0572958,0,0,0,0,80,0,0,0,0,0,0,60,0,0.00034,0.00034,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,95,0,,0,0,0,0,
10,32.43,-0.12,6.66,0,0,0,0,0,-3.762,32.2125,-0.25,-0.125,-12.9,0,0,0,0,0.0572958,0,0,0,0,96,0,0,0,0,0,0,60,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
19,16.51,0,-20.15,0,0,0,0,0,5.688,15.5,-0.125,0,-13.3,0,0,0,0,0.0572958,0,0,0,0,96,0,0,0,0,0,0,60,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
28,14.2,-0.12,11.37,0,0,0,0,0,-2.7995,13.925,0,-0.125,-14.5,0,0,0,0,0.0572958,0,0,0,0,65,0,0,0,0,0,0,60,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
81,22.39,0,4.48,0,0,0,0,0,-1.7495,22.325,-0.125,0,-20.3,0,0,0,0,0.0572958,0,0,0,0,97,0,0,0,0,0,0,60,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,,0,0,0,0,
82,19.82,0,9.91,0,0,0,0,0,-3.412,19.525,0,0,-19.9,0,0,0,0,0.0572958,0,0,0,0,65,0,0,0,0,0,0,60,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,,0,0,0,0,
98,14.93,0,17.04,0,0,0,0,0,-4.3745,14.275,0,0,-2.5,0,0,0,0,0.0572958,0,0,0,0,96,0,0,0,0,0,0,60,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,,0,0,0,0,
101,13.85,-0.12,-2.17,0,0,0,0,0,0.5255,13.8375,-0.125,-0.125,-17.9,0,0,0,0,0.0572958,0,0,0,0,75,0,0,0,0,0,0,60,0,0.00034,0.00034,0,0,0,0,0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
END,Total:10
START,FrameNb:2,CameraNb:0,HeSaiNb:0,ARS410Nb:0
2026/05/25 15:05:16:793---->
heightOffset:0,1779692716793,222134,selfCaliBufCnt:0,selfAccObjCnt:0,selfAccAngle:0,installHAngleOffset:1.3,Interpolation:0,installVAngleOffset:-0.4,radarOffsetH:0,radarOffsetV:0.32,Polynom:-0.001023;-0.0511;-2.047;0;0;0;-0.001023;-0.0511;-2.047;-25.5;0;0,WheelDirection:0;0;0;0,selfAngleOffset:0,selfAngleOffsetPit:0,currCaliAngleHrz:0,currCaliAnglePit:0,selfCaliAngleHrz:0,selfCaliAnglePit:0,servCaliAngleHrz:0,servCaliAnglePit:0,offlineCaliAngleHrz:0,offlineCaliAnglePit:0,determine2useFlag:0,IMU_Z_Accel:0,IMU_X_AngularRate:0,IMU_Y_AngularRate:0,IMU_RollAngle:0,IMU_PitchAngle:0,IMU_YawAngle:0,FcwID:0,FCWWarningLevel:0,FCWTTC:0
0,7.89,0,-1.27,0,0,0,0,0,0.1755,7.8875,-0.125,0,-17.5,0,0,0,0,0.0572958,0,0,0,0,98,0,0,0,0,0,0,55,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
1,10.53,0,11.02,0,0,0,0,0,-2.012,10.3375,0,0,-13.9,0,0,0,0,0.0572958,0,0,0,0,96,0,0,0,0,0,0,55,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
2,6.06,-0.12,-14.21,0,0,0,0,0,1.488,5.875,-0.125,-0.125,-12.5,0,0,0,0,0.0572958,0,0,0,0,80,0,0,0,0,0,0,55,0,0.00034,0.00034,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,95,0,,0,0,0,0,
10,32.43,-0.12,6.66,0,0,0,0,0,-3.762,32.2125,-0.25,-0.125,-12.9,0,0,0,0,0.0572958,0,0,0,0,96,0,0,0,0,0,0,55,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
19,16.51,0,-20.15,0,0,0,0,0,5.688,15.5,-0.125,0,-13.3,0,0,0,0,0.0572958,0,0,0,0,96,0,0,0,0,0,0,55,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
28,14.2,-0.12,11.37,0,0,0,0,0,-2.7995,13.925,0,-0.125,-14.5,0,0,0,0,0.0572958,0,0,0,0,65,0,0,0,0,0,0,55,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
81,22.39,0,4.48,0,0,0,0,0,-1.7495,22.325,-0.125,0,-20.3,0,0,0,0,0.0572958,0,0,0,0,97,0,0,0,0,0,0,55,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,,0,0,0,0,
82,19.82,0,9.91,0,0,0,0,0,-3.412,19.525,0,0,-19.9,0,0,0,0,0.0572958,0,0,0,0,65,0,0,0,0,0,0,55,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,,0,0,0,0,
98,14.93,0,17.04,0,0,0,0,0,-4.3745,14.275,0,0,-2.5,0,0,0,0,0.0572958,0,0,0,0,96,0,0,0,0,0,0,55,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,,0,0,0,0,
101,13.85,-0.12,-2.17,0,0,0,0,0,0.5255,13.8375,-0.125,-0.125,-17.9,0,0,0,0,0.0572958,0,0,0,0,75,0,0,0,0,0,0,55,0,0.00034,0.00034,0,0,0,0,0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
END,Total:10
START,FrameNb:3,CameraNb:0,HeSaiNb:0,ARS410Nb:0
2026/05/25 15:05:16:852---->
heightOffset:0,1779692716852,222184,selfCaliBufCnt:0,selfAccObjCnt:0,selfAccAngle:0,installHAngleOffset:1.3,Interpolation:0,installVAngleOffset:-0.4,radarOffsetH:0,radarOffsetV:0.32,Polynom:-0.001023;-0.0511;-2.047;0;0;0;-0.001023;-0.0511;-2.047;-25.5;0;0,WheelDirection:0;0;0;0,selfAngleOffset:0,selfAngleOffsetPit:0,currCaliAngleHrz:0,currCaliAnglePit:0,selfCaliAngleHrz:0,selfCaliAnglePit:0,servCaliAngleHrz:0,servCaliAnglePit:0,offlineCaliAngleHrz:0,offlineCaliAnglePit:0,determine2useFlag:0,IMU_Z_Accel:0,IMU_X_AngularRate:0,IMU_Y_AngularRate:0,IMU_RollAngle:0,IMU_PitchAngle:0,IMU_YawAngle:0,FcwID:0,FCWWarningLevel:0,FCWTTC:0
0,7.89,0,-1.27,0,0,0,0,0,0.1755,7.8875,-0.125,0,-17.7,0,0,0,0,0.0572958,0,0,0,0,98,0,0,0,0,0,0,55,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
1,10.53,0,11.02,0,0,0,0,0,-2.012,10.3375,0,0,-13.9,0,0,0,0,0.0572958,0,0,0,0,96,0,0,0,0,0,0,55,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
2,6.06,-0.12,-14.21,0,0,0,0,0,1.488,5.875,-0.125,-0.125,-12.5,0,0,0,0,0.0572958,0,0,0,0,77,0,0,0,0,0,0,55,0,0.00034,0.00034,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,95,0,,0,0,0,0,
10,32.43,-0.12,6.66,0,0,0,0,0,-3.762,32.2125,-0.125,-0.125,-12.9,0,0,0,0,0.0572958,0,0,0,0,96,0,0,0,0,0,0,55,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
19,16.51,0,-20.15,0,0,0,0,0,5.688,15.5,-0.125,0,-13.3,0,0,0,0,0.0572958,0,0,0,0,96,0,0,0,0,0,0,55,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
28,14.2,-0.12,11.37,0,0,0,0,0,-2.7995,13.925,0,-0.125,-14.5,0,0,0,0,0.0572958,0,0,0,0,65,0,0,0,0,0,0,55,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
81,22.39,0,4.48,0,0,0,0,0,-1.7495,22.325,-0.125,0,-20.3,0,0,0,0,0.0572958,0,0,0,0,97,0,0,0,0,0,0,55,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,,0,0,0,0,
82,19.82,0,9.91,0,0,0,0,0,-3.412,19.525,0,0,-19.9,0,0,0,0,0.0572958,0,0,0,0,65,0,0,0,0,0,0,55,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,,0,0,0,0,
98,14.93,0,17.04,0,0,0,0,0,-4.3745,14.275,0,0,-2.5,0,0,0,0,0.0572958,0,0,0,0,96,0,0,0,0,0,0,55,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,,0,0,0,0,
101,13.85,-0.12,-2.17,0,0,0,0,0,0.5255,13.8375,-0.125,-0.125,-17.9,0,0,0,0,0.0572958,0,0,0,0,76,0,0,0,0,0,0,55,0,0.00034,0.00034,0,0,0,0,0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
END,Total:10
START,FrameNb:4,CameraNb:0,HeSaiNb:0,ARS410Nb:0
2026/05/25 15:05:16:911---->
heightOffset:0,1779692716911,222235,selfCaliBufCnt:0,selfAccObjCnt:0,selfAccAngle:0,installHAngleOffset:1.3,Interpolation:0,installVAngleOffset:-0.4,radarOffsetH:0,radarOffsetV:0.32,Polynom:-0.001023;-0.0511;-2.047;0;0;0;-0.001023;-0.0511;-2.047;-25.5;0;0,WheelDirection:0;0;0;0,selfAngleOffset:0,selfAngleOffsetPit:0,currCaliAngleHrz:0,currCaliAnglePit:0,selfCaliAngleHrz:0,selfCaliAnglePit:0,servCaliAngleHrz:0,servCaliAnglePit:0,offlineCaliAngleHrz:0,offlineCaliAnglePit:0,determine2useFlag:0,IMU_Z_Accel:0,IMU_X_AngularRate:0,IMU_Y_AngularRate:0,IMU_RollAngle:0,IMU_PitchAngle:0,IMU_YawAngle:0,FcwID:0,FCWWarningLevel:0,FCWTTC:0
0,7.89,0,-1.27,0,0,0,0,0,0.1755,7.8875,-0.125,0,-17.7,0,0,0,0,0.0572958,0,0,0,0,98,0,0,0,0,0,0,59,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
1,10.53,0,11.02,0,0,0,0,0,-2.012,10.3375,0,0,-13.9,0,0,0,0,0.0572958,0,0,0,0,96,0,0,0,0,0,0,59,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
2,6.06,-0.12,-14.21,0,0,0,0,0,1.488,5.875,0,-0.125,-12.5,0,0,0,0,0.0572958,0,0,0,0,76,0,0,0,0,0,0,59,0,0.00034,0.00034,0,0,0,0,0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,95,0,,0,0,0,0,
10,32.43,-0.12,6.66,0,0,0,0,0,-3.762,32.2125,-0.25,-0.125,-12.9,0,0,0,0,0.0572958,0,0,0,0,96,0,0,0,0,0,0,59,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
19,16.51,0,-20.15,0,0,0,0,0,5.688,15.5,-0.125,0,-13.3,0,0,0,0,0.0572958,0,0,0,0,96,0,0,0,0,0,0,59,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
28,14.2,-0.12,11.37,0,0,0,0,0,-2.7995,13.925,0,-0.125,-14.5,0,0,0,0,0.0572958,0,0,0,0,65,0,0,0,0,0,0,59,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
81,22.39,-0.12,4.48,0,0,0,0,0,-1.7495,22.325,-0.125,-0.125,-20.3,0,0,0,0,0.0572958,0,0,0,0,97,0,0,0,0,0,0,59,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,,0,0,0,0,
82,19.82,0,9.91,0,0,0,0,0,-3.412,19.525,0,0,-19.9,0,0,0,0,0.0572958,0,0,0,0,65,0,0,0,0,0,0,59,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,,0,0,0,0,
98,14.93,0,17.04,0,0,0,0,0,-4.3745,14.275,0,0,-2.5,0,0,0,0,0.0572958,0,0,0,0,96,0,0,0,0,0,0,59,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,,0,0,0,0,
101,13.85,-0.12,-2.17,0,0,0,0,0,0.5255,13.8375,-0.125,-0.125,-17.9,0,0,0,0,0.0572958,0,0,0,0,77,0,0,0,0,0,0,59,0,0.00034,0.00034,0,0,0,0,0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
END,Total:10
START,FrameNb:5,CameraNb:0,HeSaiNb:0,ARS410Nb:0
2026/05/25 15:05:16:953---->
heightOffset:0,1779692716953,222284,selfCaliBufCnt:0,selfAccObjCnt:0,selfAccAngle:0,installHAngleOffset:1.3,Interpolation:0,installVAngleOffset:-0.4,radarOffsetH:0,radarOffsetV:0.32,Polynom:-0.001023;-0.0511;-2.047;0;0;0;-0.001023;-0.0511;-2.047;-25.5;0;0,WheelDirection:0;0;0;0,selfAngleOffset:0,selfAngleOffsetPit:0,currCaliAngleHrz:0,currCaliAnglePit:0,selfCaliAngleHrz:0,selfCaliAnglePit:0,servCaliAngleHrz:0,servCaliAnglePit:0,offlineCaliAngleHrz:0,offlineCaliAnglePit:0,determine2useFlag:0,IMU_Z_Accel:0,IMU_X_AngularRate:0,IMU_Y_AngularRate:0,IMU_RollAngle:0,IMU_PitchAngle:0,IMU_YawAngle:0,FcwID:0,FCWWarningLevel:0,FCWTTC:0
0,7.89,0,-1.27,0,0,0,0,0,0.1755,7.8875,-0.125,0,-17.7,0,0,0,0,0.0572958,0,0,0,0,98,0,0,0,0,0,0,56,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
1,10.53,0,11.02,0,0,0,0,0,-2.012,10.3375,0,0,-13.9,0,0,0,0,0.0572958,0,0,0,0,96,0,0,0,0,0,0,56,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
2,6.06,-0.12,-14.21,0,0,0,0,0,1.488,5.875,0,-0.125,-12.5,0,0,0,0,0.0572958,0,0,0,0,74,0,0,0,0,0,0,56,0,0.00034,0.00034,0,0,0,0,0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,95,0,,0,0,0,0,
10,32.43,-0.12,6.66,0,0,0,0,0,-3.762,32.2125,-0.125,-0.125,-12.9,0,0,0,0,0.0572958,0,0,0,0,96,0,0,0,0,0,0,56,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
19,16.51,0,-20.15,0,0,0,0,0,5.688,15.5,-0.125,0,-13.3,0,0,0,0,0.0572958,0,0,0,0,96,0,0,0,0,0,0,56,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
28,14.2,0,11.37,0,0,0,0,0,-2.7995,13.925,0,0,-14.5,0,0,0,0,0.0572958,0,0,0,0,96,0,0,0,0,0,0,56,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
81,22.39,-0.12,4.48,0,0,0,0,0,-1.7495,22.325,-0.125,-0.125,-20.3,0,0,0,0,0.0572958,0,0,0,0,97,0,0,0,0,0,0,56,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,,0,0,0,0,
82,19.82,0,9.91,0,0,0,0,0,-3.412,19.525,0,0,-19.9,0,0,0,0,0.0572958,0,0,0,0,65,0,0,0,0,0,0,56,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,,0,0,0,0,
98,14.93,0,17.04,0,0,0,0,0,-4.3745,14.275,0,0,-2.5,0,0,0,0,0.0572958,0,0,0,0,95,0,0,0,0,0,0,56,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,,0,0,0,0,
101,13.85,-0.12,-2.17,0,0,0,0,0,0.5255,13.8375,-0.125,-0.125,-17.9,0,0,0,0,0.0572958,0,0,0,0,78,0,0,0,0,0,0,56,0,0.00034,0.00034,0,0,0,0,0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
END,Total:10
START,FrameNb:6,CameraNb:0,HeSaiNb:0,ARS410Nb:0
2026/05/25 15:05:17:007---->
heightOffset:0,1779692717007,222334,selfCaliBufCnt:0,selfAccObjCnt:0,selfAccAngle:0,installHAngleOffset:1.3,Interpolation:0,installVAngleOffset:-0.4,radarOffsetH:0,radarOffsetV:0.32,Polynom:-0.001023;-0.0511;-2.047;0;0;0;-0.001023;-0.0511;-2.047;-25.5;0;0,WheelDirection:0;0;0;0,selfAngleOffset:0,selfAngleOffsetPit:0,currCaliAngleHrz:0,currCaliAnglePit:0,selfCaliAngleHrz:0,selfCaliAnglePit:0,servCaliAngleHrz:0,servCaliAnglePit:0,offlineCaliAngleHrz:0,offlineCaliAnglePit:0,determine2useFlag:0,IMU_Z_Accel:0,IMU_X_AngularRate:0,IMU_Y_AngularRate:0,IMU_RollAngle:0,IMU_PitchAngle:0,IMU_YawAngle:0,FcwID:0,FCWWarningLevel:0,FCWTTC:0
0,7.89,0,-1.27,0,0,0,0,0,0.1755,7.8875,-0.125,0,-17.7,0,0,0,0,0.0572958,0,0,0,0,98,0,0,0,0,0,0,60,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
1,10.53,0,11.02,0,0,0,0,0,-2.012,10.3375,0,0,-13.9,0,0,0,0,0.0572958,0,0,0,0,96,0,0,0,0,0,0,60,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
2,6.06,0,-14.21,0,0,0,0,0,1.488,5.875,0,0,-12.5,0,0,0,0,0.0572958,0,0,0,0,73,0,0,0,0,0,0,60,0,0.00034,0.00034,0,0,0,0,0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,95,0,,0,0,0,0,
10,32.43,-0.12,6.66,0,0,0,0,0,-3.762,32.2125,-0.125,-0.125,-12.9,0,0,0,0,0.0572958,0,0,0,0,96,0,0,0,0,0,0,60,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
19,16.51,0,-20.15,0,0,0,0,0,5.688,15.5,-0.125,0,-13.3,0,0,0,0,0.0572958,0,0,0,0,96,0,0,0,0,0,0,60,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
28,14.2,0,11.37,0,0,0,0,0,-2.7995,13.925,0,0,-14.5,0,0,0,0,0.0572958,0,0,0,0,65,0,0,0,0,0,0,60,0,0.00034,0.00034,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,,0,0,0,0,
